numero_colombia,nombre_colombia,encontrado,orpha_number,orpha_url,nombre_orphanet,codigos_cie10_orphanet,metodo_encontrado,similitud_nombre,error,codigo_cie10_colombia,observaciones_colombia
450,Deficiencia de MyD88,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
451,Deficiencia de NFKB2,False,,,,[],,0,No encontrado por ningún método de búsqueda,G113,
452,Deficiencia de NK cell,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
453,Deficiencia de ORAN,False,,,,[],,0,No encontrado por ningún método de búsqueda,XXXX,
454,Deficiencia de oxoacyl CoA deshidrogenasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,E713,
455,Deficiencia de P14,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
456,"Deficiencia de perforina, FHL2",False,,,,[],,0,No encontrado por ningún método de búsqueda,D818,
457,Deficiencia de PI3 kinasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q858,Código corregido de 0858 a Q858
458,"Deficiencia de PI3K5 kinasa, activación (mutación en PIK3CD, P13KD)",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q552,Código corregido de 0552 a Q552
459,Deficiencia de PKcs DNA,False,,,,[],,0,No encontrado por ningún método de búsqueda,D811,
460,Deficiencia de PMS2,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q489,Código corregido de 0489 a Q489
461,Deficiencia de PNP,False,,,,[],,0,No encontrado por ningún método de búsqueda,D815,
462,Deficiencia de properdin,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
463,Deficiencia de proteina relacionada con el Factor H,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
464,Deficiencia de Rac2,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q728,Código corregido de 0728 a Q728
465,Deficiencia de RAG1,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q811,Código corregido de 0811 a Q811
466,Deficiencia de RAG2,False,,,,[],,0,No encontrado por ningún método de búsqueda,D811,
467,Deficiencia de Receptor BAFF,False,,,,[],,0,No encontrado por ningún método de búsqueda,D830,
468,Deficiencia de RhoH,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
469,Deficiencia de RNF168,False,,,,[],,0,No encontrado por ningún método de búsqueda,D828,
470,Deficiencia de SAMHD1 (AGS5),False,,,,[],,0,No encontrado por ningún método de búsqueda,G318,
471,Deficiencia de SLC46A1,False,,,,[],,0,No encontrado por ningún método de búsqueda,E161,
472,Deficiencia de STAT2,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
473,Deficiencia de STAT5b,False,,,,[],,0,No encontrado por ningún método de búsqueda,D828,
474,Deficiencia de STIM-1,False,,,,[],,0,No encontrado por ningún método de búsqueda,D818,
475,Deficiencia de 80(11 (FHL4),False,,,,[],,0,No encontrado por ningún método de búsqueda,D761,
476,Deficiencia de Succinil-CoA Transferasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,E713,
477,Deficiencia de TACI (mutación TNFRSF13B),False,,,,[],,0,No encontrado por ningún método de búsqueda,D838,
478,Deficiencia de TAP1/TAP2/Tapasin,False,,,,[],,0,No encontrado por ningún método de búsqueda,D816,
479,Deficiencia de TBK1,False,,,,[],,0,No encontrado por ningún método de búsqueda,XXXX,
480,Deficiencia de TCN2,False,,,,[],,0,No encontrado por ningún método de búsqueda,D512,
481,Deficiencia de trombomodulin,False,,,,[],,0,No encontrado por ningún método de búsqueda,D688,
482,Deficiencia de TyK2,False,,,,[],,0,No encontrado por ningún método de búsqueda,D824,
483,Deficiencia de UNG,False,,,,[],,0,No encontrado por ningún método de búsqueda,D805,
484,Deficiencia de WIPF1,False,,,,[],,0,No encontrado por ningún método de búsqueda,D820,
485,"Deficiencia de XLP1, SH2D1A",False,,,,[],,0,No encontrado por ningún método de búsqueda,D823,
486,"Deficiencia de XLP2, XIAP",False,,,,[],,0,No encontrado por ningún método de búsqueda,D823,
487,Deficiencia de ZAP-70,False,,,,[],,0,No encontrado por ningún método de búsqueda,D818,
488,Deficiencia de 13-Actin,False,,,,[],,0,No encontrado por ningún método de búsqueda,E740,
489,Deficiencia de A5,False,,,,[],,0,No encontrado por ningún método de búsqueda,D800,
490,Deficiencia en el receptor del complemento 2 CR2 (CD21),False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
491,Deficiencia en el receptor del complemento 3 CR3,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
492,Deficiencia selectiva de IgA,False,,,,[],,0,No encontrado por ningún método de búsqueda,D693,
493,Deficiencias distales de las extremidades - síndrome de micrognatia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q923,Código corregido de 0923 a Q923
494,Déficit combinado de los factores V y VIII,False,,,,[],,0,No encontrado por ningún método de búsqueda,D688,
495,Déficit congénito de fibrinógeno,False,,,,[],,0,No encontrado por ningún método de búsqueda,D682,
496,Déficit congénito de heparan-sulfato en los enterocitos,False,,,,[],,0,No encontrado por ningún método de búsqueda,P783,
497,Déficit congénito de proteina C,False,,,,[],,0,No encontrado por ningún método de búsqueda,D682,
