numero_colombia,nombre_colombia,encontrado,orpha_number,orpha_url,nombre_orphanet,codigos_cie10_orphanet,metodo_encontrado,similitud_nombre,error,codigo_cie10_colombia,observaciones_colombia
1,3MC Sindrome de Deficiencia COLEC11,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
2,3-metilcrotonil glicinuria,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
3,Sindrome Ablefaron macrostomia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
4,Abscesos asépticos sensibles a corticosteroides,False,,,,[],,0,No encontrado por ningún método de búsqueda,D898,
5,Sindrome de Acalasia microcefalia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q395,Código corregido de 0395 a Q395
6,Acalasia primaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,K220,
7,Acatalasemia,False,,,,[],,0,No encontrado por ningún método de búsqueda,E803,
8,Aceruloplasminemia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q230,Código corregido de 0230 a Q230
9,Acidemia 3-0H-3ME-glutarica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E723,
10,Acidemia butirica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
11,Acidemia cadena media,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
12,Acidemia glutárica I,False,,,,[],,0,No encontrado por ningún método de búsqueda,E713,
13,Acidemia qlutárica II,False,,,,[],,0,No encontrado por ningún método de búsqueda,E713,
14,Acidemia isovalérica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
15,"Acidemia metilmalonica - homocistinuria, tipo cbl C",False,,,,[],,0,No encontrado por ningún método de búsqueda,E721,
16,"Acidemia metilmalonica - homocistinuria, tipo cbl D",False,,,,[],,0,No encontrado por ningún método de búsqueda,E721,
17,"Acidemia metilmalonica - homocistinuria, tipo cbl F",False,,,,[],,0,No encontrado por ningún método de búsqueda,E721,
