numero_colombia,nombre_colombia,encontrado,orpha_number,orpha_url,nombre_orphanet,codigos_cie10_orphanet,metodo_encontrado,similitud_nombre,error,codigo_cie10_colombia,observaciones_colombia
600,Disautonomia familiar,False,,,,[],,0,No encontrado por ningún método de búsqueda,G901,
601,Discondrosteosis nefropatia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
602,Disección arterial con lentiginosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
603,Disfasia congénita familiar,False,,,,[],,0,No encontrado por ningún método de búsqueda,F801,
604,Disfunción inmune - poliendocrinopatia - enteropatía ligada al cromosoma X,False,,,,[],,0,No encontrado por ningún método de búsqueda,E310,
605,Disgenesia caudal familiar,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
606,Disgenesia cerebral congénita debida a deficiencia de glutamina sintetasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,E728,
607,Disgenesia del cuerpo calloso compleja ligada al cromosoma X,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q048,Código corregido de 0048 a Q048
608,Disqenesia qonadal 46 XV - neuropatia motora y sensorial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q561,Código corregido de 0561 a Q561
609,Disgenesia gonadal anomalias múltiples,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q991,Código corregido de 0991 a Q991
610,"Disqenesia qonadal, tipo XX",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q991,Código corregido de 0991 a Q991
611,Disqenesia reticular (Deficiencia de AK2),False,,,,[],,0,No encontrado por ningún método de búsqueda,D810,
612,Disinostosis craneofacial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q750,Código corregido de 0750 a Q750
613,Dismorfia diqitotalar,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q743,Código corregido de 0743 a Q743
614,Dismorfia facial macrocefalia miopia Dandy Walker,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
615,Dismorfismo - estatura baja - sordera - pseudohermafroditismo,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
616,Disostosis acro fronto facio nasal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q751,Código corregido de 0751 a Q751
617,Disostosis acrofacial autosómica recesiva,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
618,Disostosis acrofacial forma catania,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
619,Disostosis acrofacial no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
620,Disostosis acrofacial postaxial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
621,Disostosis acrofacial tipo Nager,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
622,Disostosis acrofacial tipo Patagonia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
623,Disostosis acrofacial tipo Rodríguez,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
624,Disostosis faciocranenana hipomandibutar,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
625,Disostosis humero espinal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q748,Código corregido de 0748 a Q748
626,Disostosis mandibulofadal ligada al cromosoma X,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q754,Código corregido de 0754 a Q754
627,Displasia acromesomelica tipo Brahimi Bacha,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
628,Displasia acromesomélica tipo Hunter - Thompson,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
629,Displasia acromesomélica tipo Maroteaux,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
630,Displasia acromicrica,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
631,Displasia acropectovertebral,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q681,Código corregido de 0681 a Q681
632,Displasia alveolo-capilar congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,XXXX,Sin código asignado
633,Displasia broncopulmonar,False,,,,[],,0,No encontrado por ningún método de búsqueda,P271,
634,Displasia campomélica,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q871,Código corregido de 0871 a Q871
635,"Displasia checa, tipo metatarsal",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
636,Displasia cráneo fronto nasal.,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q871,Código corregido de 0871 a Q871
637,Displasia craneodiafisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,M852,
638,Displasia craneolenticulosutural,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q758,Código corregido de 0758 a Q758
639,Displasia cráneo-metafisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
640,Displasia de Astley-Kendall,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q773,Código corregido de 0773 a Q773
641,Displasia de Boomerang,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q871,Código corregido de 0871 a Q871
642,Displasia de Greenberg,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q773,Código corregido de 0773 a Q773
643,Displasia de Pacman,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
644,Displasia de Singleton-Merten,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
645,Displasia de timo - riñón - ano - pulmón,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
646,Displasia del iris - hipertelorismo - sordera,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q138,Código corregido de 0138 a Q138
647,Displasia dermo facial focal -,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
648,Displasia ectodérmica - con inmunoDéficit anhidrótico,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q782,Código corregido de 0782 a Q782
649,Displasia ectodermica - Sindrome de fragilidad de la piel,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q810,Código corregido de 0810 a Q810
650,"Displasia ectodermica ""pura"" tipo cabello-uña",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
651,Displasia ectodermica ceguera,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
652,Displasia ectodérmica hidrótica tipo Christianson Fourie,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
653,Displasia ectodérmica hidrótica tipo Halal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
654,Displasia ectodérmica hipohidrosis grupo hipotiroidismo,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q824,Código corregido de 0824 a Q824
655,"Displasia ectodérmica hipohidrótica, forma dominante",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q824,Código corregido de 0824 a Q824
656,Displasia ectodérmica no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q823,Código corregido de 0823 a Q823
657,Displasia ectodérmica odonto microniquial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q824,Código corregido de 0824 a Q824
658,Displasia ectodérmica tipo Berlin,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q824,Código corregido de 0824 a Q824
659,Displasia epifisaria múltiple,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q773,Código corregido de 0773 a Q773
660,Displasia epifisiaria-falánqica en forma de ángel,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
661,Displasia espondilo encondral,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
662,Displasia espondiloepifisaria congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
663,Displasia espondiloepifisaria tardia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
664,Displasia espondiloepifisaria tardía tipo Kohn,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
665,Displasia espondiloepifisaria tipo Byers,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
666,Displasia espondiloepifisaria tipo Cantu,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
667,Displasia espondiloepifisaria tipo MacDermot,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
668,Displasia espondiloepifisaria tipo Nishimura,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
669,Displasia espondiloepifisaria tipo Reardon,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
670,Displasia espondiloepimetafisaria - antebrazos arqueados - dismorfismo facial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
671,Displasia espondiloepimetafisaria - dentición anormal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
672,Displasia espondiloepimetafisaria - hipotricosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
673,Displasia espondiloepimetafisaria axial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
674,Displasia espondiloepimetafisaria tipo A4,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
675,Displasia espondiloepimetafisaria tipo Biectanski,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
676,Displasia espondiloepimetafisaria tipo Genevieve,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
677,Displasia espondiloepimetafisaria tipo Golden,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
678,Displasia espondilometafisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
679,Displasia espondilometafisaria con inmunodeficiencia combinada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
680,"Displasia espondilometafisaria -distrofia de conosbastones """,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
681,Displasia espondilometafisaria tipo Acirecan,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
